SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,YF_SYMBOL
SUPREME,Supreme Holdings & Hospitality (India) Limited,EQ,03-FEB-2025,10,1,INE822E01011,10,SUPREME.NS
SUPREMEENG,Supreme Engineering Limited,BZ,04-DEC-2020,1,1,INE319Z01021,1,SUPREMEENG.NS
SUPREMEIND,Supreme Industries Limited,EQ,19-JUL-1995,2,1,INE195A01028,2,SUPREMEIND.NS
SUPREMEINF,Supreme Infrastructure India Limited,BZ,18-OCT-2007,10,1,INE550H01011,10,SUPREMEINF.NS
SUPRIYA,Supriya Lifescience Limited,EQ,28-DEC-2021,2,1,INE07RO01027,2,SUPRIYA.NS
SURAJEST,Suraj Estate Developers Limited,EQ,26-DEC-2023,5,1,INE843S01025,5,SURAJEST.NS
SURAJLTD,Suraj Limited,EQ,29-AUG-2024,10,1,INE713C01016,10,SURAJLTD.NS
SURAKSHA,Suraksha Diagnostic Limited,EQ,06-DEC-2024,2,1,INE877V01027,2,SURAKSHA.NS
SURANASOL,Surana Solar Limited,EQ,07-JAN-2011,5,1,INE272L01022,5,SURANASOL.NS
SURANAT&P,Surana Telecom and Power Limited,EQ,22-MAY-2002,1,1,INE130B01031,1,SURANAT&P.NS
SURYALAXMI,Suryalakshmi Cotton Mills Limited,EQ,15-JUN-2005,10,1,INE713B01026,10,SURYALAXMI.NS
SURYAROSNI,Surya Roshni Limited,EQ,10-MAY-1995,5,1,INE335A01020,5,SURYAROSNI.NS
SURYODAY,Suryoday Small Finance Bank Limited,EQ,26-MAR-2021,10,1,INE428Q01011,10,SURYODAY.NS
SUTLEJTEX,Sutlej Textiles and Industries Limited,EQ,14-DEC-2006,1,1,INE645H01027,1,SUTLEJTEX.NS
SUVEN,Suven Life Sciences Limited,EQ,23-OCT-2003,1,1,INE495B01038,1,SUVEN.NS
SUVIDHAA,Suvidhaa Infoserve Limited,EQ,31-MAR-2021,1,1,INE018401013,1,SUVIDHAA.NS
SUYOG,Suyog Telematics Limited,EQ,20-AUG-2024,10,1,INE442P01014,10,SUYOG.NS
SUZLON,Suzlon Energy Limited,EQ,19-OCT-2005,2,1,INE040H01021,2,SUZLON.NS
SVLL,Shree Vasu Logistics Limited,EQ,21-APR-2023,10,1,INE00CE01017,10,SVLL.NS
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,BE,14-JUL-2021,1,1,INE308E01029,1,SVPGLOB.NS
SWANCORP,SWAN CORP LIMITED,EQ,29-MAY-2012,1,1,INE665A01038,1,SWANCORP.NS
SWARAJENG,Swaraj Engines Limited,EQ,06-DEC-1995,10,1,INE277A01016,10,SWARAJENG.NS
SWELECTES,Swelect Energy Systems Limited,EQ,09-MAY-2006,10,1,INE409B01013,10,SWELECTES.NS
SWIGGY,Swiggy Limited,EQ,13-NOV-2024,1,1,INE00H001014,1,SWIGGY.NS
SWSOLAR,Sterling and Wilson Renewable Energy Limited,EQ,20-AUG-2019,1,1,INE00M201021,1,SWSOLAR.NS
SYMPHONY,Symphony Limited,EQ,15-JUN-2011,2,1,INE225D01027,2,SYMPHONY.NS
SYNCOMF,Syncom Formulations (India) Limited,EQ,18-NOV-2022,1,1,INE312C01025,1,SYNCOMF.NS
SYNGENE,Syngene International Limited,EQ,11-AUG-2015,10,1,INE398R01022,10,SYNGENE.NS
SYRMA,Syrma SGS Technology Limited,EQ,26-AUG-2022,10,1,INE0DYJ01015,10,SYRMA.NS
SYSTMTXC,Systematix Corporate Services Limited,EQ,06-OCT-2025,1,1,INE356B01024,1,SYSTMTXC.NS
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,EQ,27-JUL-1995,10,1,INE123C01018,10,TAINWALCHM.NS
TAJGVK,Taj GVK Hotels & Resorts Limited,EQ,20-DEC-2000,2,1,INE586B01026,2,TAJGVK.NS
TAKE,Take Solutions Limited,BE,27-AUG-2007,1,1,INE142I01023,1,TAKE.NS
TALBROAUTO,Talbros Automotive Components Limited,EQ,29-SEP-2006,2,1,INE187D01029,2,TALBROAUTO.NS
TANLA,Tanla Platforms Limited,EQ,05-JAN-2007,1,1,INE483C01032,1,TANLA.NS
TARACHAND,Tara Chand InfraLogistic Solutions Limited,EQ,16-APR-2024,2,1,INE555Z01020,2,TARACHAND.NS
TARAPUR,Tarapur Transformers Limited,BE,18-MAY-2010,10,1,INE747K01017,10,TARAPUR.NS
TARC,TARC Limited,EQ,18-DEC-2020,2,1,INE0EK901012,2,TARC.NS
TARIL,Transformers And Rectifiers (India) Limited,EQ,28-DEC-2007,1,1,INE763I01026,1,TARIL.NS
TARMAT,Tarmat Limited,EQ,09-JUL-2007,10,1,INE924H01018,10,TARMAT.NS
TARSONS,Tarsons Products Limited,EQ,26-NOV-2021,2,1,INE144Z01023,2,TARSONS.NS
TASTYBITE,Tasty Bite Eatables Limited,EQ,23-MAR-2017,10,1,INE488B01017,10,TASTYBITE.NS
TATACAP,Tata Capital Limited,EQ,13-OCT-2025,10,1,INE976I01016,10,TATACAP.NS
TATACHEM,Tata Chemicals Limited,EQ,01-APR-1999,10,1,INE092A01019,10,TATACHEM.NS
TATACOMM,Tata Communications Limited,EQ,12-APR-1995,10,1,INE151A01013,10,TATACOMM.NS
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,18-NOV-1998,1,1,INE192A01025,1,TATACONSUM.NS
TATAELXSI,Tata Elxsi Limited,EQ,17-SEP-2003,10,1,INE670A01012,10,TATAELXSI.NS
TATAINVEST,Tata Investment Corporation Limited,EQ,24-JUN-1998,1,1,INE672A01026,1,TATAINVEST.NS
TATAPOWER,Tata Power Company Limited,EQ,03-APR-1996,1,1,INE245A01021,1,TATAPOWER.NS
TATASTEEL,Tata Steel Limited,EQ,18-NOV-1998,1,1,INE081A01020,1,TATASTEEL.NS
TATATECH,Tata Technologies Limited,EQ,30-NOV-2023,2,1,INE142M01025,2,TATATECH.NS
TATVA,Tatva Chintan Pharma Chem Limited,EQ,29-JUL-2021,10,1,INE0GK401011,10,TATVA.NS
TBOTEK,TBO Tek Limited,EQ,15-MAY-2024,1,1,INE673O01025,1,TBOTEK.NS
TBZ,Tribhovandas Bhimji Zaveri Limited,EQ,09-MAY-2012,10,1,INE760L01018,10,TBZ.NS
TCI,Transport Corporation of India Limited,EQ,21-JAN-2002,2,1,INE688A01022,2,TCI.NS
TCIEXP,TCI Express Limited,EQ,15-DEC-2016,2,1,INE586V01016,2,TCIEXP.NS
TCIFINANCE,TCI Finance Limited,EQ,21-MAY-1997,10,1,INE911B01018,10,TCIFINANCE.NS
TCPLPACK,TCPL Packaging Limited,EQ,17-OCT-2017,10,1,INE822C01015,10,TCPLPACK.NS
TCS,Tata Consultancy Services Limited,EQ,25-AUG-2004,1,1,INE467B01029,1,TCS.NS
TDPOWERSYS,TD Power Systems Limited,EQ,08-SEP-2011,2,1,INE419M01027,2,TDPOWERSYS.NS
TEAMGTY,Team India Guaranty Limited,EQ,11-JUN-2002,10,1,INE289C01025,10,TEAMGTY.NS
TEAMLEASE,Teamlease Services Limited,EQ,12-FEB-2016,10,1,INE985S01024,10,TEAMLEASE.NS
TECHM,Tech Mahindra Limited,EQ,28-AUG-2006,5,1,INE669C01036,5,TECHM.NS
TECHNOE,Techno Electric & Engineering Company Limited,EQ,04-DEC-2018,2,1,INE285K01026,2,TECHNOE.NS
TECILCHEM,TECIL Chemicals and Hydro Power Limited,EQ,06-DEC-1995,10,50,INE014B01011,10,TECILCHEM.NS
TEGA,Tega Industries Limited,EQ,13-DEC-2021,10,1,INE011K01018,10,TEGA.NS
TEJASNET,Tejas Networks Limited,EQ,27-JUN-2017,10,1,INE010J01012,10,TEJASNET.NS
TEMBO,Tembo Global Industries Limited,EQ,23-APR-2021,10,1,INE869Y01010,10,TEMBO.NS
TENNIND,Tenneco Clean Air India Limited,EQ,19-NOV-2025,10,1,INE19RI01016,10,TENNIND.NS
TERASOFT,Tera Software Limited,BE,29-DEC-2016,10,1,INE482B01010,10,TERASOFT.NS
TEXINFRA,Texmaco Infrastructure & Holdings Limited,EQ,09-SEP-2004,1,1,INE435C01024,1,TEXINFRA.NS
TEXMOPIPES,Texmo Pipes and Products Limited,EQ,10-MAR-2010,10,1,INE141K01013,10,TEXMOPIPES.NS
TEXRAIL,Texmaco Rail & Engineering Limited,EQ,03-MAR-2011,1,1,INE621L01012,1,TEXRAIL.NS
TFCILTD,Tourism Finance Corporation of India Limited,EQ,26-JUL-2000,2,1,INE305A01023,2,TFCILTD.NS
TFL,Transwarranty Finance Limited,EQ,26-FEB-2007,10,1,INE804H01012,10,TFL.NS
TGBHOTELS,TGB Banquets And Hotels Limited,EQ,17-MAY-2007,10,1,INE797H01018,10,TGBHOTELS.NS
THANGAMAYL,Thangamayil Jewellery Limited,EQ,19-FEB-2010,10,1,INE085J01014,10,THANGAMAYL.NS
THEINVEST,The Investment Trust Of India Limited,EQ,02-AUG-2017,10,1,INE924D01017,10,THEINVEST.NS
THEJO,Thejo Engineering Limited,EQ,10-OCT-2023,10,1,INE121N01019,10,THEJO.NS
THELEELA,Leela Palaces Hotels & Resorts Limited,EQ,02-JUN-2025,10,1,INE0AQ201015,10,THELEELA.NS
THEMISMED,Themis Medicare Limited,EQ,02-APR-2007,1,1,INE083B01024,1,THEMISMED.NS
THERMAX,Thermax Limited,EQ,30-AUG-1995,2,1,INE152A01029,2,THERMAX.NS
THOMASCOOK,Thomas Cook  (India)  Limited,EQ,07-JUN-2000,1,1,INE332A01027,1,THOMASCOOK.NS
THOMASCOTT,Thomas Scott (India) Limited,EQ,30-JAN-2012,10,1,INE480M01011,10,THOMASCOTT.NS
THYROCARE,Thyrocare Technologies Limited,EQ,09-MAY-2016,10,1,INE594H01019,10,THYROCARE.NS
TI,Tilaknagar Industries Limited,EQ,16-JUL-2010,10,1,INE133E01013,10,TI.NS
TICL,Twamev Construction and Infrastructure Limited,BE,16-OCT-2023,1,1,INE388G01026,1,TICL.NS
TIGERLOGS,Tiger Logistics (India) Limited,EQ,18-SEP-2025,1,1,INE906O01029,1,TIGERLOGS.NS
TIIL,Technocraft Industries (India) Limited,EQ,12-FEB-2007,10,1,INE545H01011,10,TIIL.NS
TIINDIA,Tube Investments of India Limited,EQ,02-NOV-2017,1,1,INE974X01010,1,TIINDIA.NS
TIJARIA,Tijaria Polypipes Limited,EQ,14-OCT-2011,10,1,INE440L01017,10,TIJARIA.NS
TIL,TIL Limited,EQ,27-SEP-1995,10,1,INE806C01018,10,TIL.NS
TIMETECHNO,Time Technoplast Limited,EQ,13-JUN-2007,1,1,INE508G01029,1,TIMETECHNO.NS
TIMKEN,Timken India Limited,EQ,06-FEB-2007,10,1,INE325A01013,10,TIMKEN.NS
TINNARUBR,Tinna Rubber and Infrastructure Limited,EQ,17-APR-2025,10,1,INE015C01016,10,TINNARUBR.NS
TIPSFILMS,Tips Films Limited,EQ,06-OCT-2022,10,1,INE0LQS01015,10,TIPSFILMS.NS
TIPSMUSIC,Tips Music Limited,EQ,10-NOV-2000,1,1,INE716B01029,1,TIPSMUSIC.NS
TIRUMALCHM,Thirumalai Chemicals Limited,EQ,14-MAY-2003,1,1,INE338A01024,1,TIRUMALCHM.NS
TIRUPATIFL,Tirupati Forge Limited,EQ,04-AUG-2020,2,1,INE319Y01024,2,TIRUPATIFL.NS
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,EQ,21-APR-2008,2,1,INE615H01020,2,TITAGARH.NS
TITAN,Titan Company Limited,EQ,24-SEP-2004,1,1,INE280A01028,1,TITAN.NS
TMB,Tamilnad Mercantile Bank Limited,EQ,15-SEP-2022,10,1,INE668A01016,10,TMB.NS
TMCV,Tata Motors Limited,EQ,12-NOV-2025,2,1,INE1TAE01010,2,TMCV.NS
TMPV,Tata Motors Passenger Vehicles Limited,EQ,22-JUL-1998,2,1,INE155A01022,2,TMPV.NS
TNPETRO,Tamilnadu PetroProducts Limited,EQ,27-OCT-1999,10,1,INE148A01019,10,TNPETRO.NS
TNPL,Tamil Nadu Newsprint & Papers Limited,EQ,14-FEB-1996,10,1,INE107A01015,10,TNPL.NS
TNTELE,Tamilnadu Telecommunication Limited,EQ,04-FEB-2003,10,1,INE141D01018,10,TNTELE.NS
TOKYOPLAST,Tokyo Plast International Limited,EQ,11-OCT-1995,10,1,INE932C01012,10,TOKYOPLAST.NS
TOLINS,Tolins Tyres Limited,EQ,16-SEP-2024,5,1,INE0RWQ01014,5,TOLINS.NS
TORNTPHARM,Torrent Pharmaceuticals Limited,EQ,25-NOV-2002,5,1,INE685A01028,5,TORNTPHARM.NS
TORNTPOWER,Torrent Power Limited,EQ,28-NOV-2006,10,1,INE813H01021,10,TORNTPOWER.NS
TOTAL,Total Transport Systems Limited,EQ,28-AUG-2020,10,1,INE336X01012,10,TOTAL.NS
TOUCHWOOD,Touchwood Entertainment Limited,EQ,21-JAN-2020,10,1,INE486Y01013,10,TOUCHWOOD.NS
TPHQ,Teamo Productions HQ Limited,EQ,30-JAN-2009,1,1,INE065J01024,1,TPHQ.NS
TPLPLASTEH,TPL Plastech Limited,EQ,20-MAY-2015,2,1,INE413G01022,2,TPLPLASTEH.NS
TRACXN,Tracxn Technologies Limited,EQ,20-OCT-2022,1,1,INE0HMF01019,1,TRACXN.NS
TRANSRAILL,Transrail Lighting Limited,EQ,27-DEC-2024,2,1,INE454P01035,2,TRANSRAILL.NS
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,EQ,01-MAR-1995,10,1,INE757B01015,10,TRANSWORLD.NS
TRAVELFOOD,Travel Food Services Limited,EQ,14-JUL-2025,1,1,INE103V01028,1,TRAVELFOOD.NS
TREEHOUSE,Tree House Education & Accessories Limited,EQ,26-AUG-2011,10,1,INE040M01013,10,TREEHOUSE.NS
TREJHARA,TREJHARA SOLUTIONS LIMITED,BE,28-DEC-2018,10,1,INE00CA01015,10,TREJHARA.NS
TREL,Transindia Real Estate Limited,EQ,10-AUG-2023,2,1,INE0O3901029,2,TREL.NS
TRENT,Trent Limited,EQ,07-JUN-2004,1,1,INE849A01020,1,TRENT.NS
TRF,TRF Limited,EQ,26-MAR-2010,10,1,INE391D01019,10,TRF.NS
TRIDENT,Trident Limited,EQ,21-FEB-2001,1,1,INE064C01022,1,TRIDENT.NS
TRIGYN,Trigyn Technologies Limited,EQ,09-APR-1998,10,1,INE948A01012,10,TRIGYN.NS
TRITURBINE,Triveni Turbine Limited,EQ,28-OCT-2011,1,1,INE152M01016,1,TRITURBINE.NS
TRIVENI,Triveni Engineering & Industries Limited,EQ,13-DEC-2005,1,1,INE256C01024,1,TRIVENI.NS
TRU,TruCap Finance Limited,EQ,20-JUN-2023,2,1,INE615R01029,2,TRU.NS
TRUALT,TruAlt Bioenergy Limited,EQ,03-OCT-2025,10,1,INE0MWH01014,10,TRUALT.NS
TSFINV,TSF INVESTMENTS LIMITED,EQ,26-MAR-2018,5,1,INE202Z01029,5,TSFINV.NS
TTKHLTCARE,TTK Healthcare Limited,EQ,02-DEC-2015,10,1,INE910C01018,10,TTKHLTCARE.NS
TTKPRESTIG,TTK Prestige Limited,EQ,22-DEC-1999,1,1,INE690A01028,1,TTKPRESTIG.NS
TTL,T T Limited,EQ,22-FEB-2007,1,1,INE592B01024,1,TTL.NS
TTML,Tata Teleservices (Maharashtra) Limited,EQ,20-OCT-2000,10,1,INE517B01013,10,TTML.NS
TVSELECT,TVS Electronics Limited,BE,26-DEC-2003,10,1,INE236G01019,10,TVSELECT.NS
TVSHLTD,TVS Holdings Limited,EQ,23-OCT-2012,5,1,INE105A01035,5,TVSHLTD.NS
TVSMOTOR,TVS Motor Company Limited,EQ,02-AUG-2000,1,1,INE494B01023,1,TVSMOTOR.NS
TVSSCS,TVS Supply Chain Solutions Limited,EQ,23-AUG-2023,1,1,INE395N01027,1,TVSSCS.NS
TVSSRICHAK,TVS Srichakra Limited,EQ,13-FEB-2007,10,1,INE421C01016,10,TVSSRICHAK.NS
TVTODAY,TV Today Network Limited,EQ,16-JAN-2004,5,1,INE038F01029,5,TVTODAY.NS
TVVISION,TV Vision Limited,EQ,15-SEP-2016,10,1,INE871L01013,10,TVVISION.NS
UBL,United Breweries Limited,EQ,28-JUL-2008,1,1,INE686F01025,1,UBL.NS
UCAL,UCAL LIMITED,EQ,13-SEP-1995,10,1,INE139B01016,10,UCAL.NS
UCOBANK,UCO Bank,EQ,09-OCT-2003,10,1,INE691A01018,10,UCOBANK.NS
UDS,Updater Services Limited,EQ,04-OCT-2023,10,1,INE851I01011,10,UDS.NS
UFBL,United Foodbrands Limited,EQ,07-APR-2021,5,1,INE382M01027,5,UFBL.NS
UFLEX,UFLEX Limited,EQ,23-AUG-1995,10,1,INE516A01017,10,UFLEX.NS
UFO,UFO Moviez India Limited,EQ,14-MAY-2015,10,1,INE527H01019,10,UFO.NS
UGARSUGAR,The Ugar Sugar Works Limited,EQ,23-AUG-2010,1,1,INE071E01023,1,UGARSUGAR.NS
UGROCAP,Ugro Capital Limited,EQ,11-AUG-2021,10,1,INE583D01011,10,UGROCAP.NS
UJJIVANSFB,Ujjivan Small Finance Bank Limited,EQ,12-DEC-2019,10,1,INE551W01018,10,UJJIVANSFB.NS
ULTRACEMCO,UltraTech Cement Limited,EQ,24-AUG-2004,10,1,INE481G01011,10,ULTRACEMCO.NS
UMAEXPORTS,Uma Exports Limited,EQ,07-APR-2022,10,1,INE0GIU01018,10,UMAEXPORTS.NS
UMESLTD,Usha Martin Education & Solutions Limited,EQ,12-JUL-2010,1,1,INE240C01028,1,UMESLTD.NS
UMIYA-MRO,UMIYA BUILDCON LIMITED,EQ,01-NOV-2000,5,1,INE398B01018,5,UMIYA-MRO.NS
UNICHEMLAB,Unichem Laboratories Limited,EQ,07-FEB-2001,2,1,INE351A01035,2,UNICHEMLAB.NS
UNIDT,United Drilling Tools Limited,EQ,25-SEP-2020,10,1,INE961D01019,10,UNIDT.NS
UNIECOM,Unicommerce Esolutions Limited,EQ,13-AUG-2024,1,1,INE00U401027,1,UNIECOM.NS
UNIENTER,Uniphos Enterprises Limited,EQ,23-JAN-2004,2,1,INE037A01022,2,UNIENTER.NS
UNIINFO,Uniinfo Telecom Services Limited,EQ,12-JAN-2022,10,1,INE481Z01011,10,UNIINFO.NS
UNIMECH,Unimech Aerospace and Manufacturing Limited,EQ,31-DEC-2024,5,1,INE0U3I01011,5,UNIMECH.NS
UNIONBANK,Union Bank of India,EQ,24-SEP-2002,10,1,INE692A01016,10,UNIONBANK.NS
UNIPARTS,Uniparts India Limited,EQ,12-DEC-2022,10,1,INE244O01017,10,UNIPARTS.NS
UNITDSPR,United Spirits Limited,EQ,27-SEP-2001,2,1,INE854D01024,2,UNITDSPR.NS
UNITECH,Unitech Limited,EQ,08-SEP-1999,2,1,INE694A01020,2,UNITECH.NS
UNITEDPOLY,United Polyfab Gujarat Limited,BE,31-DEC-2021,1,1,INE368U01029,1,UNITEDPOLY.NS
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,EQ,28-JAN-2015,10,1,INE458F01011,10,UNITEDTEA.NS
UNIVASTU,Univastu India Limited,EQ,22-JUN-2020,10,1,INE562X01013,10,UNIVASTU.NS
UNIVCABLES,Universal Cables Limited,EQ,17-MAY-1995,10,1,INE279A01012,10,UNIVCABLES.NS
UNIVPHOTO,Universus Photo Imagings Limited,EQ,14-FEB-2020,10,1,INE03V001013,10,UNIVPHOTO.NS
UNOMINDA,UNO Minda Limited,EQ,02-FEB-2007,2,1,INE405E01023,2,UNOMINDA.NS
UPL,UPL Limited,EQ,23-JAN-2004,2,1,INE628A01036,2,UPL.NS
URAVIDEF,Uravi Defence and Technology Limited,EQ,05-JUL-2023,10,1,INE568Z01015,10,URAVIDEF.NS
URBANCO,Urban Company Limited,EQ,17-SEP-2025,1,1,INE0CAZ01013,1,URBANCO.NS
URJA,Urja Global Limited,EQ,28-MAR-2017,1,1,INE550C01020,1,URJA.NS
USHAMART,Usha Martin Limited,EQ,11-OCT-2000,1,1,INE228A01035,1,USHAMART.NS
USK,Udayshivakumar Infra Limited,EQ,03-APR-2023,10,1,INE0N0Y01013,10,USK.NS
UTIAMC,UTI Asset Management Company Limited,EQ,12-OCT-2020,10,1,INE094J01016,10,UTIAMC.NS
UTKARSHBNK,Utkarsh Small Finance Bank Limited,EQ,21-JUL-2023,10,1,INE735W01017,10,UTKARSHBNK.NS
UTLSOLAR,Fujiyama Power Systems Limited,EQ,20-NOV-2025,1,1,INE12UR01024,1,UTLSOLAR.NS
UTTAMSUGAR,Uttam Sugar Mills Limited,EQ,10-APR-2006,10,1,INE786F01031,10,UTTAMSUGAR.NS
UYFINCORP,U. Y. Fincorp Limited,BE,03-OCT-2024,5,1,INE152C01025,5,UYFINCORP.NS
V2RETAIL,V2 Retail Limited,EQ,04-JUL-2007,10,1,INE945H01013,10,V2RETAIL.NS
VADILALIND,Vadilal Industries Limited,EQ,15-JUN-2011,10,1,INE694D01016,10,VADILALIND.NS
VAIBHAVGBL,Vaibhav Global Limited,EQ,05-APR-2004,2,1,INE884A01027,2,VAIBHAVGBL.NS
VAISHALI,Vaishali Pharma Limited,EQ,15-JAN-2020,2,1,INE972X01022,2,VAISHALI.NS
VAKRANGEE,Vakrangee Limited,EQ,03-APR-2006,1,1,INE051B01021,1,VAKRANGEE.NS
VALIANTLAB,Valiant Laboratories Limited,EQ,06-OCT-2023,10,1,INE0JWS01017,10,VALIANTLAB.NS
VALIANTORG,Valiant Organics Limited,EQ,23-JUL-2021,10,1,INE565V01010,10,VALIANTORG.NS
VARDHACRLC,Vardhman Acrylics Limited,EQ,30-SEP-2003,10,1,INE116G01013,10,VARDHACRLC.NS
VARDMNPOLY,Vardhman Polytex Limited,EQ,12-MAY-2003,1,1,INE835A01029,1,VARDMNPOLY.NS
VARROC,Varroc Engineering Limited,EQ,06-JUL-2018,1,1,INE665L01035,1,VARROC.NS
VASCONEQ,Vascon Engineers Limited,EQ,15-FEB-2010,10,1,INE893I01013,10,VASCONEQ.NS
VASWANI,Vaswani Industries Limited,EQ,20-SEP-2011,10,1,INE590L01019,10,VASWANI.NS
VBL,Varun Beverages Limited,EQ,08-NOV-2016,2,1,INE200M01039,2,VBL.NS
VCL,Vaxtex Cotfab Limited,BE,19-APR-2022,1,1,INE098201036,1,VCL.NS
VEDL,Vedanta Limited,EQ,13-MAY-1998,1,1,INE205A01025,1,VEDL.NS
VEEDOL,Veedol Corporation Limited,EQ,16-JAN-2007,2,1,INE484C01030,2,VEEDOL.NS
VENKEYS,Venky's (India) Limited,EQ,28-JUL-2003,10,1,INE398A01010,10,VENKEYS.NS
VENTIVE,Ventive Hospitality Limited,EQ,30-DEC-2024,1,1,INE781S01027,1,VENTIVE.NS
VENUSPIPES,Venus Pipes & Tubes Limited,EQ,24-MAY-2022,10,1,INE0JA001018,10,VENUSPIPES.NS
VENUSREM,Venus Remedies Limited,BE,20-DEC-2006,10,1,INE411B01019,10,VENUSREM.NS
VERANDA,Veranda Learning Solutions Limited,EQ,11-APR-2022,10,1,INE0IQ001011,10,VERANDA.NS
VERTOZ,Vertoz Limited,EQ,14-MAY-2020,10,1,INE188Y01031,10,VERTOZ.NS
VESUVIUS,Vesuvius India Limited,EQ,04-OCT-2002,1,1,INE386A01023,1,VESUVIUS.NS
VETO,Veto Switchgears And Cables Limited,EQ,29-APR-2015,10,1,INE918N01018,10,VETO.NS
VGL,VARVEE GLOBAL LIMITED,EQ,21-NOV-2006,10,1,INE273D01019,10,VGL.NS
VGUARD,V-Guard Industries Limited,EQ,13-MAR-2008,1,1,INE951I01027,1,VGUARD.NS
VHL,Vardhman Holdings Limited,EQ,30-JUN-2005,10,1,INE701A01023,10,VHL.NS
VHLTD,Viceroy Hotels Limited,BE,03-APR-2024,10,1,INE048C01025,10,VHLTD.NS
VIDHIING,Vidhi Specialty Food Ingredients Limited,EQ,02-MAR-2016,1,1,INE632C01026,1,VIDHIING.NS
VIDYAWIRES,Vidya Wires Limited,EQ,10-DEC-2025,1,1,INE14UN01029,1,VIDYAWIRES.NS
VIJAYA,Vijaya Diagnostic Centre Limited,EQ,14-SEP-2021,1,1,INE043W01024,1,VIJAYA.NS
VIJIFIN,Viji Finance Limited,EQ,11-JUL-2016,1,1,INE159N01027,1,VIJIFIN.NS
VIKASECO,Vikas EcoTech Limited,EQ,12-DEC-2011,1,1,INE806A01020,1,VIKASECO.NS
VIKASLIFE,Vikas Lifecare Limited,EQ,08-MAY-2019,1,1,INE161L01027,1,VIKASLIFE.NS
VIKRAMSOLR,Vikram Solar Limited,EQ,26-AUG-2025,10,1,INE078V01014,10,VIKRAMSOLR.NS
VIKRAN,Vikran Engineering Limited,EQ,03-SEP-2025,1,1,INE01R501028,1,VIKRAN.NS
VIMTALABS,Vimta Labs Limited,EQ,15-DEC-2005,2,1,INE579C01029,2,VIMTALABS.NS
VINATIORGA,Vinati Organics Limited,EQ,28-JUL-2009,1,1,INE410B01037,1,VINATIORGA.NS
VINCOFE,Vintage Coffee And Beverages Limited,EQ,18-OCT-2024,10,1,INE498Q01014,10,VINCOFE.NS
VINDHYATEL,Vindhya Telelinks Limited,EQ,08-FEB-1995,10,1,INE707A01012,10,VINDHYATEL.NS
VINEETLAB,Vineet Laboratories Limited,EQ,15-JUN-2021,10,1,INE505Y01010,10,VINEETLAB.NS
VINNY,Vinny Overseas Limited,EQ,28-NOV-2022,1,1,INE01KI01027,1,VINNY.NS
VINYLINDIA,Vinyl Chemicals (India) Limited,EQ,21-JUL-2008,1,1,INE250B01029,1,VINYLINDIA.NS
VIPCLOTHNG,VIP Clothing Limited,EQ,06-AUG-2007,2,1,INE450G01024,2,VIPCLOTHNG.NS
VIPIND,VIP Industries Limited,EQ,02-MAR-2005,2,1,INE054A01027,2,VIPIND.NS
VIPULLTD,Vipul Limited,EQ,23-APR-2015,1,1,INE946H01037,1,VIPULLTD.NS
VIRINCHI,Virinchi Limited,BE,03-MAY-2023,10,1,INE539B01017,10,VIRINCHI.NS
VISAKAIND,Visaka Industries Limited,EQ,28-AUG-1996,2,1,INE392A01021,2,VISAKAIND.NS
VISASTEEL,Visa Steel Limited,BE,17-MAR-2006,10,1,INE286H01012,10,VISASTEEL.NS
VISHNU,Vishnu Chemicals Limited,EQ,05-MAR-2015,2,1,INE270I01022,2,VISHNU.NS
VISHWARAJ,Vishwaraj Sugar Industries Limited,EQ,15-OCT-2019,2,1,INE430N01022,2,VISHWARAJ.NS
VIVIDHA,Visagar Polytex Limited,EQ,21-MAY-2013,1,1,INE370E01029,1,VIVIDHA.NS
VLEGOV,VL E-Governance & IT Solutions Limited,EQ,14-AUG-2023,10,1,INE03HW01020,10,VLEGOV.NS
VLSFINANCE,VLS Finance Limited,EQ,25-MAY-1995,10,1,INE709A01018,10,VLSFINANCE.NS
VMART,V-Mart Retail Limited,EQ,20-FEB-2013,10,1,INE665J01013,10,VMART.NS
VMM,Vishal Mega Mart Limited,EQ,18-DEC-2024,10,1,INE01EA01019,10,VMM.NS
VMSTMT,VMS TMT Limited,EQ,24-SEP-2025,10,1,INE0SJA01013,10,VMSTMT.NS
VOLTAMP,Voltamp Transformers Limited,EQ,20-SEP-2006,10,1,INE540H01012,10,VOLTAMP.NS
VOLTAS,Voltas Limited,EQ,12-APR-1995,1,1,INE226A01021,1,VOLTAS.NS
VPRPL,Vishnu Prakash R Punglia Limited,EQ,05-SEP-2023,10,1,INE0AE001013,10,VPRPL.NS
VRAJ,Vraj Iron and Steel Limited,EQ,03-JUL-2024,10,1,INE0S2V01010,10,VRAJ.NS
VRLLOG,VRL Logistics Limited,EQ,30-APR-2015,10,1,INE366I01010,10,VRLLOG.NS
